dat_site,LCT_shared,count,p_a
ssp 2018 8 24,Gadus chalcogrammus,0,0
ssp 2018 8 24,Gasterosteus aculeatus,0,0
ssp 2018 8 24,Gibbonsia montereyensis,0,0
ssp 2018 8 24,Gobiesox maeandricus,0,0
ssp 2018 8 24,Hemilepidotus hemilepidotus,531,1
ssp 2018 8 24,Hexagrammos decagrammus,982,1
ssp 2018 8 24,Hexagrammos1,163,1
ssp 2018 8 24,Hippoglossus stenolepis,5825,1
ssp 2018 8 24,Hydrolagus colliei,0,0
ssp 2018 8 24,Icosteus aenigmaticus,0,0
ssp 2018 8 24,Jordania zonope,0,0
ssp 2018 8 24,Lepidopsetta1,0,0
ssp 2018 8 24,Leptocottus armatus,0,0
ssp 2018 8 24,Liparis cyclopus,0,0
ssp 2018 8 24,Liparis florae,0,0
ssp 2018 8 24,Liparis mucosus,0,0
ssp 2018 8 24,Lumpenus sagitta,0,0
ssp 2018 8 24,Merluccius productus,0,0
ssp 2018 8 24,Microgadus proximus,0,0
ssp 2018 8 24,Microstomus pacificus,0,0
ssp 2018 8 24,Mola mola,0,0
ssp 2018 8 24,Myoxocephalus1,0,0
ssp 2018 8 24,Nautichthys oculofasciatus,0,0
ssp 2018 8 24,Oligocottus1,0,0
ssp 2018 8 24,Oncorhynchus clarkii,0,0
ssp 2018 8 24,Oncorhynchus gorbuscha,0,0
ssp 2018 8 24,Oncorhynchus keta,0,0
ssp 2018 8 24,Oncorhynchus kisutch,25920,1
ssp 2018 8 24,Oncorhynchus mykiss,0,0
ssp 2018 8 24,Oncorhynchus tshawytscha,10886,1
ssp 2018 8 24,Ophiodon elongatus,3373,1
ssp 2018 8 24,Oxylebius pictus,0,0
ssp 2018 8 24,Pholis1,0,0
ssp 2018 8 24,Phytichthys chirus,0,0
ssp 2018 8 24,Platichthys stellatus,1953,1
ssp 2018 8 24,Pleuronectidae1,2390,1
ssp 2018 8 24,Pleuronichthys coenosus,0,0
ssp 2018 8 24,Polypera greeni,0,0
ssp 2018 8 24,Rhacochilus vacca,0,0
ssp 2018 8 24,Rimicola muscarum,0,0
ssp 2018 8 24,Salvelinus malma,0,0
ssp 2018 8 24,Scorpaenichthys marmoratus,0,0
ssp 2018 8 24,Sebastes entomelas,0,0
ssp 2018 8 24,Sebastes nebulosus,582,1
ssp 2018 8 24,Sebastes1,941,1
ssp 2018 8 24,Sebastes2,728,1
ssp 2018 8 24,Synchirus gilli,0,0
ssp 2018 8 24,Syngnathus leptorhynchus,0,0
ssp 2018 8 24,Trichodon trichodon,0,0
ssp 2018 8 24,Xiphister1,0,0
ssp 2019 7 30,Ammodytes1,1463,1
ssp 2019 7 30,Amphistichus rhodoterus,0,0
ssp 2019 7 30,Anarrhichthys ocellatus,171,1
ssp 2019 7 30,Anoplarchus1,112,1
ssp 2019 7 30,Apodichthys flavidus,419,1
ssp 2019 7 30,Artedius1,297,1
ssp 2019 7 30,Ascelichthys rhodorus,0,0
ssp 2019 7 30,Aulorhynchus flavidus,349,1
ssp 2019 7 30,Blepsias cirrhosus,0,0
ssp 2019 7 30,Brachyistius frenatus,0,0
ssp 2019 7 30,Citharichthys1,138,1
ssp 2019 7 30,Clevelandia ios,0,0
ssp 2019 7 30,Clinocottus globiceps,0,0
ssp 2019 7 30,Clupea pallasii,54513,1
ssp 2019 7 30,Cottus asper,0,0
ssp 2019 7 30,Cottus1,0,0
ssp 2019 7 30,Cymatogaster aggregata,2564,1
ssp 2019 7 30,Embiotoca lateralis,288,1
ssp 2019 7 30,Engraulis mordax,0,0
ssp 2019 7 30,Enophrys bison,0,0
ssp 2019 7 30,Gadus chalcogrammus,0,0
ssp 2019 7 30,Gasterosteus aculeatus,128,1
ssp 2019 7 30,Gibbonsia montereyensis,0,0
ssp 2019 7 30,Gobiesox maeandricus,0,0
ssp 2019 7 30,Hemilepidotus hemilepidotus,97,1
ssp 2019 7 30,Hexagrammos decagrammus,490,1
ssp 2019 7 30,Hexagrammos1,78,1
ssp 2019 7 30,Hippoglossus stenolepis,200,1
ssp 2019 7 30,Hydrolagus colliei,0,0
ssp 2019 7 30,Icosteus aenigmaticus,0,0
ssp 2019 7 30,Jordania zonope,0,0
ssp 2019 7 30,Lepidopsetta1,36,1
ssp 2019 7 30,Leptocottus armatus,394,1
ssp 2019 7 30,Liparis cyclopus,0,0
ssp 2019 7 30,Liparis florae,0,0
ssp 2019 7 30,Liparis mucosus,0,0
ssp 2019 7 30,Lumpenus sagitta,0,0
ssp 2019 7 30,Merluccius productus,0,0
ssp 2019 7 30,Microgadus proximus,0,0
ssp 2019 7 30,Microstomus pacificus,0,0
ssp 2019 7 30,Mola mola,0,0
ssp 2019 7 30,Myoxocephalus1,0,0
ssp 2019 7 30,Nautichthys oculofasciatus,0,0
ssp 2019 7 30,Oligocottus1,0,0
ssp 2019 7 30,Oncorhynchus clarkii,0,0
ssp 2019 7 30,Oncorhynchus gorbuscha,79,1
ssp 2019 7 30,Oncorhynchus keta,0,0
ssp 2019 7 30,Oncorhynchus kisutch,571,1
ssp 2019 7 30,Oncorhynchus mykiss,0,0
ssp 2019 7 30,Oncorhynchus tshawytscha,48,1
ssp 2019 7 30,Ophiodon elongatus,1375,1
ssp 2019 7 30,Oxylebius pictus,0,0
ssp 2019 7 30,Pholis1,269,1
ssp 2019 7 30,Phytichthys chirus,0,0
ssp 2019 7 30,Platichthys stellatus,262,1
ssp 2019 7 30,Pleuronectidae1,624,1
ssp 2019 7 30,Pleuronichthys coenosus,0,0
ssp 2019 7 30,Polypera greeni,0,0
ssp 2019 7 30,Rhacochilus vacca,0,0
ssp 2019 7 30,Rimicola muscarum,0,0
ssp 2019 7 30,Salvelinus malma,0,0
ssp 2019 7 30,Scorpaenichthys marmoratus,40,1
ssp 2019 7 30,Sebastes entomelas,93,1
ssp 2019 7 30,Sebastes nebulosus,0,0
ssp 2019 7 30,Sebastes1,625,1
ssp 2019 7 30,Sebastes2,3083,1
ssp 2019 7 30,Synchirus gilli,0,0
ssp 2019 7 30,Syngnathus leptorhynchus,65,1
ssp 2019 7 30,Trichodon trichodon,0,0
ssp 2019 7 30,Xiphister1,193,1
ssp 2020 7 20,Ammodytes1,0,0
ssp 2020 7 20,Amphistichus rhodoterus,0,0
ssp 2020 7 20,Anarrhichthys ocellatus,0,0
ssp 2020 7 20,Anoplarchus1,439,1
ssp 2020 7 20,Apodichthys flavidus,1977,1
ssp 2020 7 20,Artedius1,868,1
ssp 2020 7 20,Ascelichthys rhodorus,0,0
ssp 2020 7 20,Aulorhynchus flavidus,2751,1
ssp 2020 7 20,Blepsias cirrhosus,0,0
ssp 2020 7 20,Brachyistius frenatus,0,0
ssp 2020 7 20,Citharichthys1,174,1
ssp 2020 7 20,Clevelandia ios,0,0
ssp 2020 7 20,Clinocottus globiceps,0,0
ssp 2020 7 20,Clupea pallasii,21242,1
ssp 2020 7 20,Cottus asper,0,0
ssp 2020 7 20,Cottus1,0,0
ssp 2020 7 20,Cymatogaster aggregata,12501,1
ssp 2020 7 20,Embiotoca lateralis,730,1
ssp 2020 7 20,Engraulis mordax,0,0
ssp 2020 7 20,Enophrys bison,458,1
ssp 2020 7 20,Gadus chalcogrammus,0,0
ssp 2020 7 20,Gasterosteus aculeatus,414,1
ssp 2020 7 20,Gibbonsia montereyensis,0,0
ssp 2020 7 20,Gobiesox maeandricus,35,1
ssp 2020 7 20,Hemilepidotus hemilepidotus,695,1
ssp 2020 7 20,Hexagrammos decagrammus,1248,1
ssp 2020 7 20,Hexagrammos1,454,1
ssp 2020 7 20,Hippoglossus stenolepis,0,0
ssp 2020 7 20,Hydrolagus colliei,293,1
ssp 2020 7 20,Icosteus aenigmaticus,0,0
ssp 2020 7 20,Jordania zonope,0,0
ssp 2020 7 20,Lepidopsetta1,0,0
ssp 2020 7 20,Leptocottus armatus,0,0
ssp 2020 7 20,Liparis cyclopus,0,0
ssp 2020 7 20,Liparis florae,470,1
ssp 2020 7 20,Liparis mucosus,0,0
ssp 2020 7 20,Lumpenus sagitta,0,0
ssp 2020 7 20,Merluccius productus,0,0
ssp 2020 7 20,Microgadus proximus,0,0
ssp 2020 7 20,Microstomus pacificus,0,0
ssp 2020 7 20,Mola mola,0,0
ssp 2020 7 20,Myoxocephalus1,0,0
ssp 2020 7 20,Nautichthys oculofasciatus,0,0
ssp 2020 7 20,Oligocottus1,0,0
ssp 2020 7 20,Oncorhynchus clarkii,0,0
ssp 2020 7 20,Oncorhynchus gorbuscha,1780,1
ssp 2020 7 20,Oncorhynchus keta,0,0
ssp 2020 7 20,Oncorhynchus kisutch,837,1
ssp 2020 7 20,Oncorhynchus mykiss,0,0
ssp 2020 7 20,Oncorhynchus tshawytscha,771,1
ssp 2020 7 20,Ophiodon elongatus,1489,1
ssp 2020 7 20,Oxylebius pictus,0,0
ssp 2020 7 20,Pholis1,0,0
ssp 2020 7 20,Phytichthys chirus,0,0
ssp 2020 7 20,Platichthys stellatus,430,1
ssp 2020 7 20,Pleuronectidae1,6223,1
ssp 2020 7 20,Pleuronichthys coenosus,613,1
ssp 2020 7 20,Polypera greeni,0,0
ssp 2020 7 20,Rhacochilus vacca,0,0
ssp 2020 7 20,Rimicola muscarum,0,0
ssp 2020 7 20,Salvelinus malma,0,0
ssp 2020 7 20,Scorpaenichthys marmoratus,623,1
ssp 2020 7 20,Sebastes entomelas,404,1
ssp 2020 7 20,Sebastes nebulosus,0,0
ssp 2020 7 20,Sebastes1,1427,1
ssp 2020 7 20,Sebastes2,8293,1
ssp 2020 7 20,Synchirus gilli,0,0
ssp 2020 7 20,Syngnathus leptorhynchus,0,0
ssp 2020 7 20,Trichodon trichodon,0,0
ssp 2020 7 20,Xiphister1,0,0
wfb 2018 7 12,Ammodytes1,16803,1
wfb 2018 7 12,Amphistichus rhodoterus,0,0
wfb 2018 7 12,Anarrhichthys ocellatus,0,0
wfb 2018 7 12,Anoplarchus1,29,1
wfb 2018 7 12,Apodichthys flavidus,540,1
wfb 2018 7 12,Artedius1,1061,1
wfb 2018 7 12,Ascelichthys rhodorus,0,0
wfb 2018 7 12,Aulorhynchus flavidus,392,1
wfb 2018 7 12,Blepsias cirrhosus,0,0
wfb 2018 7 12,Brachyistius frenatus,0,0
wfb 2018 7 12,Citharichthys1,536,1
wfb 2018 7 12,Clevelandia ios,0,0
wfb 2018 7 12,Clinocottus globiceps,339,1
wfb 2018 7 12,Clupea pallasii,36824,1
wfb 2018 7 12,Cottus asper,0,0
wfb 2018 7 12,Cottus1,0,0
wfb 2018 7 12,Cymatogaster aggregata,1084,1
wfb 2018 7 12,Embiotoca lateralis,1236,1
wfb 2018 7 12,Engraulis mordax,186,1
wfb 2018 7 12,Enophrys bison,162,1
wfb 2018 7 12,Gadus chalcogrammus,0,0
wfb 2018 7 12,Gasterosteus aculeatus,0,0
wfb 2018 7 12,Gibbonsia montereyensis,0,0
wfb 2018 7 12,Gobiesox maeandricus,28,1
wfb 2018 7 12,Hemilepidotus hemilepidotus,318,1
wfb 2018 7 12,Hexagrammos decagrammus,830,1
wfb 2018 7 12,Hexagrammos1,496,1
wfb 2018 7 12,Hippoglossus stenolepis,114,1
wfb 2018 7 12,Hydrolagus colliei,0,0
wfb 2018 7 12,Icosteus aenigmaticus,0,0
wfb 2018 7 12,Jordania zonope,0,0
wfb 2018 7 12,Lepidopsetta1,174,1
wfb 2018 7 12,Leptocottus armatus,1661,1
wfb 2018 7 12,Liparis cyclopus,0,0
wfb 2018 7 12,Liparis florae,339,1
wfb 2018 7 12,Liparis mucosus,0,0
wfb 2018 7 12,Lumpenus sagitta,0,0
wfb 2018 7 12,Merluccius productus,0,0
wfb 2018 7 12,Microgadus proximus,0,0
wfb 2018 7 12,Microstomus pacificus,0,0
wfb 2018 7 12,Mola mola,0,0
wfb 2018 7 12,Myoxocephalus1,0,0
wfb 2018 7 12,Nautichthys oculofasciatus,0,0
wfb 2018 7 12,Oligocottus1,141,1
wfb 2018 7 12,Oncorhynchus clarkii,0,0
wfb 2018 7 12,Oncorhynchus gorbuscha,367,1
wfb 2018 7 12,Oncorhynchus keta,0,0
wfb 2018 7 12,Oncorhynchus kisutch,755,1
wfb 2018 7 12,Oncorhynchus mykiss,0,0
wfb 2018 7 12,Oncorhynchus tshawytscha,572,1
wfb 2018 7 12,Ophiodon elongatus,0,0
wfb 2018 7 12,Oxylebius pictus,0,0
wfb 2018 7 12,Pholis1,0,0
wfb 2018 7 12,Phytichthys chirus,0,0
wfb 2018 7 12,Platichthys stellatus,874,1
wfb 2018 7 12,Pleuronectidae1,827,1
wfb 2018 7 12,Pleuronichthys coenosus,489,1
wfb 2018 7 12,Polypera greeni,0,0
wfb 2018 7 12,Rhacochilus vacca,0,0
wfb 2018 7 12,Rimicola muscarum,0,0
wfb 2018 7 12,Salvelinus malma,0,0
wfb 2018 7 12,Scorpaenichthys marmoratus,0,0
wfb 2018 7 12,Sebastes entomelas,0,0
wfb 2018 7 12,Sebastes nebulosus,0,0
wfb 2018 7 12,Sebastes1,396,1
wfb 2018 7 12,Sebastes2,1980,1
wfb 2018 7 12,Synchirus gilli,0,0
wfb 2018 7 12,Syngnathus leptorhynchus,0,0
wfb 2018 7 12,Trichodon trichodon,0,0
wfb 2018 7 12,Xiphister1,0,0
wfb 2018 8 24,Ammodytes1,19002,1
wfb 2018 8 24,Amphistichus rhodoterus,0,0
wfb 2018 8 24,Anarrhichthys ocellatus,0,0
wfb 2018 8 24,Anoplarchus1,808,1
wfb 2018 8 24,Apodichthys flavidus,0,0
wfb 2018 8 24,Artedius1,3015,1
wfb 2018 8 24,Ascelichthys rhodorus,0,0
wfb 2018 8 24,Aulorhynchus flavidus,0,0
wfb 2018 8 24,Blepsias cirrhosus,0,0
wfb 2018 8 24,Brachyistius frenatus,0,0
wfb 2018 8 24,Citharichthys1,212,1
wfb 2018 8 24,Clevelandia ios,0,0
wfb 2018 8 24,Clinocottus globiceps,0,0
wfb 2018 8 24,Clupea pallasii,30428,1
wfb 2018 8 24,Cottus asper,1560,1
wfb 2018 8 24,Cottus1,0,0
wfb 2018 8 24,Cymatogaster aggregata,453,1
wfb 2018 8 24,Embiotoca lateralis,1665,1
wfb 2018 8 24,Engraulis mordax,0,0
wfb 2018 8 24,Enophrys bison,340,1
wfb 2018 8 24,Gadus chalcogrammus,0,0
wfb 2018 8 24,Gasterosteus aculeatus,0,0
wfb 2018 8 24,Gibbonsia montereyensis,0,0
wfb 2018 8 24,Gobiesox maeandricus,0,0
wfb 2018 8 24,Hemilepidotus hemilepidotus,641,1
wfb 2018 8 24,Hexagrammos decagrammus,1211,1
wfb 2018 8 24,Hexagrammos1,184,1
wfb 2018 8 24,Hippoglossus stenolepis,0,0
wfb 2018 8 24,Hydrolagus colliei,0,0
wfb 2018 8 24,Icosteus aenigmaticus,0,0
wfb 2018 8 24,Jordania zonope,0,0
wfb 2018 8 24,Lepidopsetta1,0,0
wfb 2018 8 24,Leptocottus armatus,0,0
wfb 2018 8 24,Liparis cyclopus,0,0
wfb 2018 8 24,Liparis florae,0,0
wfb 2018 8 24,Liparis mucosus,0,0
wfb 2018 8 24,Lumpenus sagitta,0,0
wfb 2018 8 24,Merluccius productus,0,0
wfb 2018 8 24,Microgadus proximus,0,0
wfb 2018 8 24,Microstomus pacificus,0,0
wfb 2018 8 24,Mola mola,0,0
wfb 2018 8 24,Myoxocephalus1,0,0
wfb 2018 8 24,Nautichthys oculofasciatus,0,0
wfb 2018 8 24,Oligocottus1,0,0
wfb 2018 8 24,Oncorhynchus clarkii,0,0
wfb 2018 8 24,Oncorhynchus gorbuscha,1599,1
wfb 2018 8 24,Oncorhynchus keta,0,0
wfb 2018 8 24,Oncorhynchus kisutch,0,0
wfb 2018 8 24,Oncorhynchus mykiss,0,0
wfb 2018 8 24,Oncorhynchus tshawytscha,264,1
wfb 2018 8 24,Ophiodon elongatus,0,0
wfb 2018 8 24,Oxylebius pictus,0,0
wfb 2018 8 24,Pholis1,0,0
wfb 2018 8 24,Phytichthys chirus,0,0
wfb 2018 8 24,Platichthys stellatus,0,0
wfb 2018 8 24,Pleuronectidae1,0,0
wfb 2018 8 24,Pleuronichthys coenosus,0,0
wfb 2018 8 24,Polypera greeni,0,0
wfb 2018 8 24,Rhacochilus vacca,0,0
wfb 2018 8 24,Rimicola muscarum,0,0
wfb 2018 8 24,Salvelinus malma,0,0
wfb 2018 8 24,Scorpaenichthys marmoratus,0,0
wfb 2018 8 24,Sebastes entomelas,0,0
wfb 2018 8 24,Sebastes nebulosus,0,0
wfb 2018 8 24,Sebastes1,588,1
wfb 2018 8 24,Sebastes2,2321,1
wfb 2018 8 24,Synchirus gilli,0,0
wfb 2018 8 24,Syngnathus leptorhynchus,0,0
wfb 2018 8 24,Trichodon trichodon,0,0
wfb 2018 8 24,Xiphister1,0,0
wfb 2019 7 30,Ammodytes1,155,1
wfb 2019 7 30,Amphistichus rhodoterus,0,0
wfb 2019 7 30,Anarrhichthys ocellatus,0,0
wfb 2019 7 30,Anoplarchus1,77,1
wfb 2019 7 30,Apodichthys flavidus,469,1
wfb 2019 7 30,Artedius1,431,1
wfb 2019 7 30,Ascelichthys rhodorus,0,0
wfb 2019 7 30,Aulorhynchus flavidus,3396,1
wfb 2019 7 30,Blepsias cirrhosus,0,0
wfb 2019 7 30,Brachyistius frenatus,0,0
wfb 2019 7 30,Citharichthys1,607,1
wfb 2019 7 30,Clevelandia ios,0,0
wfb 2019 7 30,Clinocottus globiceps,109,1
wfb 2019 7 30,Clupea pallasii,45411,1
wfb 2019 7 30,Cottus asper,0,0
wfb 2019 7 30,Cottus1,0,0
wfb 2019 7 30,Cymatogaster aggregata,7624,1
wfb 2019 7 30,Embiotoca lateralis,379,1
wfb 2019 7 30,Engraulis mordax,0,0
wfb 2019 7 30,Enophrys bison,33,1
wfb 2019 7 30,Gadus chalcogrammus,0,0
wfb 2019 7 30,Gasterosteus aculeatus,0,0
wfb 2019 7 30,Gibbonsia montereyensis,0,0
wfb 2019 7 30,Gobiesox maeandricus,17,1
wfb 2019 7 30,Hemilepidotus hemilepidotus,27,1
wfb 2019 7 30,Hexagrammos decagrammus,1558,1
wfb 2019 7 30,Hexagrammos1,490,1
wfb 2019 7 30,Hippoglossus stenolepis,0,0
wfb 2019 7 30,Hydrolagus colliei,0,0
wfb 2019 7 30,Icosteus aenigmaticus,0,0
wfb 2019 7 30,Jordania zonope,0,0
wfb 2019 7 30,Lepidopsetta1,0,0
wfb 2019 7 30,Leptocottus armatus,314,1
wfb 2019 7 30,Liparis cyclopus,0,0
wfb 2019 7 30,Liparis florae,0,0
wfb 2019 7 30,Liparis mucosus,0,0
wfb 2019 7 30,Lumpenus sagitta,0,0
wfb 2019 7 30,Merluccius productus,0,0
wfb 2019 7 30,Microgadus proximus,0,0
wfb 2019 7 30,Microstomus pacificus,0,0
wfb 2019 7 30,Mola mola,208,1
wfb 2019 7 30,Myoxocephalus1,0,0
wfb 2019 7 30,Nautichthys oculofasciatus,0,0
wfb 2019 7 30,Oligocottus1,0,0
wfb 2019 7 30,Oncorhynchus clarkii,0,0
wfb 2019 7 30,Oncorhynchus gorbuscha,0,0
wfb 2019 7 30,Oncorhynchus keta,0,0
wfb 2019 7 30,Oncorhynchus kisutch,135,1
wfb 2019 7 30,Oncorhynchus mykiss,0,0
wfb 2019 7 30,Oncorhynchus tshawytscha,342,1
wfb 2019 7 30,Ophiodon elongatus,900,1
wfb 2019 7 30,Oxylebius pictus,0,0
wfb 2019 7 30,Pholis1,16,1
wfb 2019 7 30,Phytichthys chirus,0,0
wfb 2019 7 30,Platichthys stellatus,430,1
wfb 2019 7 30,Pleuronectidae1,658,1
wfb 2019 7 30,Pleuronichthys coenosus,0,0
wfb 2019 7 30,Polypera greeni,0,0
wfb 2019 7 30,Rhacochilus vacca,0,0
wfb 2019 7 30,Rimicola muscarum,0,0
wfb 2019 7 30,Salvelinus malma,0,0
wfb 2019 7 30,Scorpaenichthys marmoratus,0,0
wfb 2019 7 30,Sebastes entomelas,0,0
wfb 2019 7 30,Sebastes nebulosus,0,0
wfb 2019 7 30,Sebastes1,1193,1
wfb 2019 7 30,Sebastes2,3871,1
wfb 2019 7 30,Synchirus gilli,5,1
wfb 2019 7 30,Syngnathus leptorhynchus,0,0
wfb 2019 7 30,Trichodon trichodon,0,0
wfb 2019 7 30,Xiphister1,403,1
wfb 2020 7 20,Ammodytes1,170,1
wfb 2020 7 20,Amphistichus rhodoterus,0,0
wfb 2020 7 20,Anarrhichthys ocellatus,0,0
wfb 2020 7 20,Anoplarchus1,0,0
wfb 2020 7 20,Apodichthys flavidus,1600,1
wfb 2020 7 20,Artedius1,517,1
wfb 2020 7 20,Ascelichthys rhodorus,0,0
wfb 2020 7 20,Aulorhynchus flavidus,3799,1
wfb 2020 7 20,Blepsias cirrhosus,0,0
wfb 2020 7 20,Brachyistius frenatus,0,0
wfb 2020 7 20,Citharichthys1,4305,1
wfb 2020 7 20,Clevelandia ios,0,0
wfb 2020 7 20,Clinocottus globiceps,0,0
wfb 2020 7 20,Clupea pallasii,12054,1
wfb 2020 7 20,Cottus asper,0,0
wfb 2020 7 20,Cottus1,0,0
wfb 2020 7 20,Cymatogaster aggregata,3220,1
wfb 2020 7 20,Embiotoca lateralis,1257,1
wfb 2020 7 20,Engraulis mordax,0,0
wfb 2020 7 20,Enophrys bison,2128,1
wfb 2020 7 20,Gadus chalcogrammus,0,0
wfb 2020 7 20,Gasterosteus aculeatus,114,1
wfb 2020 7 20,Gibbonsia montereyensis,0,0
wfb 2020 7 20,Gobiesox maeandricus,794,1
wfb 2020 7 20,Hemilepidotus hemilepidotus,1445,1
wfb 2020 7 20,Hexagrammos decagrammus,2856,1
wfb 2020 7 20,Hexagrammos1,1291,1
wfb 2020 7 20,Hippoglossus stenolepis,0,0
wfb 2020 7 20,Hydrolagus colliei,91,1
wfb 2020 7 20,Icosteus aenigmaticus,0,0
wfb 2020 7 20,Jordania zonope,0,0
wfb 2020 7 20,Lepidopsetta1,0,0
wfb 2020 7 20,Leptocottus armatus,4045,1
wfb 2020 7 20,Liparis cyclopus,0,0
wfb 2020 7 20,Liparis florae,480,1
wfb 2020 7 20,Liparis mucosus,0,0
wfb 2020 7 20,Lumpenus sagitta,0,0
wfb 2020 7 20,Merluccius productus,0,0
wfb 2020 7 20,Microgadus proximus,325,1
wfb 2020 7 20,Microstomus pacificus,0,0
wfb 2020 7 20,Mola mola,0,0
wfb 2020 7 20,Myoxocephalus1,0,0
wfb 2020 7 20,Nautichthys oculofasciatus,0,0
wfb 2020 7 20,Oligocottus1,279,1
wfb 2020 7 20,Oncorhynchus clarkii,0,0
wfb 2020 7 20,Oncorhynchus gorbuscha,157,1
wfb 2020 7 20,Oncorhynchus keta,0,0
wfb 2020 7 20,Oncorhynchus kisutch,1735,1
wfb 2020 7 20,Oncorhynchus mykiss,0,0
wfb 2020 7 20,Oncorhynchus tshawytscha,5345,1
wfb 2020 7 20,Ophiodon elongatus,2133,1
wfb 2020 7 20,Oxylebius pictus,0,0
wfb 2020 7 20,Pholis1,0,0
wfb 2020 7 20,Phytichthys chirus,0,0
wfb 2020 7 20,Platichthys stellatus,486,1
wfb 2020 7 20,Pleuronectidae1,2966,1
wfb 2020 7 20,Pleuronichthys coenosus,0,0
wfb 2020 7 20,Polypera greeni,0,0
wfb 2020 7 20,Rhacochilus vacca,0,0
wfb 2020 7 20,Rimicola muscarum,0,0
wfb 2020 7 20,Salvelinus malma,0,0
wfb 2020 7 20,Scorpaenichthys marmoratus,0,0
wfb 2020 7 20,Sebastes entomelas,0,0
wfb 2020 7 20,Sebastes nebulosus,0,0
wfb 2020 7 20,Sebastes1,1896,1
wfb 2020 7 20,Sebastes2,7832,1
wfb 2020 7 20,Synchirus gilli,0,0
wfb 2020 7 20,Syngnathus leptorhynchus,0,0
wfb 2020 7 20,Trichodon trichodon,0,0
wfb 2020 7 20,Xiphister1,591,1
